"BNetzA-ID";"Kraftwerksname";"Blockname";"Energieträger";"KWK
Ja/Nein";"PLZ";"Ort";"Bundesland/
Land";"Inbetrieb-
nahmejahr";"Status";"el. Leistung
06.02.2020";"A 2035:
KWK-Ersatz";"A 2035:
Leistung";"B 2035
KWK-Ersatz";"B 2035:
Leistung";"C 2035:
KWK-Ersatz";"C 2035:
Leistung";"B 2040:
KWK-Ersatz";"B 2040:
Leistung"
"BNA1025";"Weisweiler";"E";"Braunkohle";"Nein";"52249";"Eschweiler-
Weisweiler";"NW";1965;"in Betrieb";321;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA1451";"HKW Sachtleben";;"Braunkohle";"Ja";"47198";"Duisburg";"NW";1962;"in Betrieb";27,5;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0292";"Frechen/Wachtberg";"Fre-
chen/Wachtberg";"Braunkohle";"Ja";"50226";"Frechen";"NW";1959;"in Betrieb";176;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNA0196";"Deuben";;"Braunkohle";"Ja";"06682";"Teuchern";"ST";1936;"in Betrieb";67;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"KW<10 MW";;;"Braunkohle";"Ja";;"ohne
Zuordnung";;;"in Betrieb";22,2;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"KW<10 MW";;;"Erdgas";"Ja";;;;2040;"Antizipierter
Zubau";200;"Nein";0;"Nein";0;"Nein";0;"Nein";200
"KW<10 MW";;;"Erdgas";"Ja";;;;2035;"Antizipierter
Zubau";700;"Nein";700;"Nein";700;"Nein";700;"Nein";700
"KW<10 MW";;;"Erdgas";"Ja";;;;2030;"Antizipierter
Zubau";1200;"Nein";1200;"Nein";1200;"Nein";1200;"Nein";1200
"BNAP060";"Ersatz Wedel in Hamburg";;"Erdgas";"Ja";"22880";"Wedel /
Holstein";"SH";2026;"In Planung";245;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP066";"Blockdammweg/Klingenberg";;"Erdgas";"Ja";"10317";"Berlin";"BE";2026;"In Planung";100;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP065a";"GUD Krefeld-Uerdingen";"Block 1/2";"Erdgas";"Ja";"47829";"Krefeld";"NW";2025;"In Planung";1200;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"KW<10 MW";;;"Erdgas";"Ja";;;;2025;"Antizipierter
Zubau";2100;"Nein";2100;"Nein";2100;"Nein";2100;"Nein";2100
"BNAP058";"Gersteinwerk";"GuD Werne";"Erdgas";;"59368";"Werne";"NW";2023;"In Planung";1200;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP033";"KW Weiher";"Weiher 4";"Erdgas";"Nein";"66287";"Quierschied";"SL";2022;"In Planung";400;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP041";"GuD Leverkusen";"GuD-Leverkusen";"Erdgas";"Ja";"51373";"Leverkusen";"NW";2022;"In Planung";574;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP125";"KW Herne";"Herne 6";"Erdgas";"Ja";"44653";"Herne";"NW";2022;"In Planung";625;"Nein";625;"Nein";625;"Nein";625;"Nein";625
"BNAP126";"Griesheim";;"Erdgas";"Nein";"65933";"Frankfurt am
Main";"HE";2022;"In Planung";300;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP128";"Gundelfingen";;"Erdgas";"Nein";"89423";"Gundelfingen";"BY";2022;"In Planung";300;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP180";"Projekt Scholven";;"Erdgas";"Ja";;"Gelsenkirchen";"NW";2022;"In Planung";126,1;"Nein";126,1;"Nein";126,1;"Nein";126,1;"Nein";126,1
"BNAP193";"MotorenHKW";"MotorenHKW";"Erdgas";"Ja";"75175";"Pforzheim";"BW";2022;"In Bau";52;"Nein";52;"Nein";52;"Nein";52;"Nein";52
"BNAP201";"MHKWN";;"Erdgas";"Ja";"09114";"Chemnitz";"SN";2022;"In Planung";88;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP202";"MHKWA";;"Erdgas";"Ja";"09125";"Chemnitz";"SN";2022;"In Planung";55;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP210";;"GuD-West1";"Erdgas";"Ja";"38436";"Wolfsburg";"NI";2022;"In Bau";141;"Nein";141;"Nein";141;"Nein";141;"Nein";141
"BNAP211";;"GuD-West2";"Erdgas";"Ja";"38436";"Wolfsburg";"NI";2022;"In Bau";141;"Nein";141;"Nein";141;"Nein";141;"Nein";141
"BNAP215";"Irsching 6";6;"Erdgas";"Nein";"85088";"Vohburg";"BY";2022;"In Planung";300;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP222";"GMW";"GMA";"Erdgas";"Ja";"15236";"Frankfurt
(Oder)";"BB";2022;"In Planung";50;"Nein";50;"Nein";50;"Nein";50;"Nein";50
"BNAP223";"Gasmotoren Anlage";"GAMOR";"Erdgas";"Ja";"66111";"Saarbrücken";"SL";2022;"In Bau";59;"Nein";59;"Nein";59;"Nein";59;"Nein";59
"BNAP227";"Mitte BHKW 2";"Mitte BHKW 2";"Erdgas";"Ja";"47053";"Duisburg";"NW";2022;"In Planung";30,8;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP229";"Kessel 13";"Kessel 13";"Erdgas";"Ja";"24939";"Flensburg";"SH";2022;"In Planung";56;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"n. v.";"Erlanger Stadtwerke";;"Erdgas";;;"Erlangen";"BY";2022;"In Planung";15;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP114";"GK Leipheim";"Block 1";"Erdgas";"Nein";"89340";"Leipheim";"BY";2021;"In Planung";319;"Nein";319;"Nein";319;"Nein";319;"Nein";319
"BNAP116";"GuD Wolfsburg";"GuD-Süd";"Erdgas";"Ja";"38436";"Wolfsburg";"NI";2021;"In Bau";133;"Nein";133;"Nein";133;"Nein";133;"Nein";133
"BNAP124";"KW Gundremmingen";"Gundremmingen
D+E";"Erdgas";"Nein";"89355";"Gundremmin-
gen";"BY";2021;"In Planung";300;"Nein";300;"Nein";300;"Nein";300;"Nein";300
"BNAP190";"HKW EF-Ost";"Tandem-
Dampfturbine";"Erdgas";"Ja";"99087";"Erfurt";"TH";2021;"In Planung";10;"Nein";10;"Nein";10;"Nein";10;"Nein";10
"BNAP197";"Projekt Marl";"BHKW Marl";"Erdgas";"Ja";"45772";"Marl";"NW";2021;"In Planung";30,5;"Nein";0;"Nein";0;"Nein";0;"Nein";0
"BNAP199";"Gasmotoren-HKW Dresden-
Reick (KWK-Flexanlage)";;"Erdgas";"Ja";"01237";"Dresden";"SN";2021;"In Bau";90;"Nein";90;"Nein";90;"Nein";90;"Nein";90
"BNAP214";"HKW Cottbus";;"Erdgas";"Ja";;"Cottbus";"BB";2021;"In Planung";52;"Nein";52;"Nein";52;"Nein";52;"Nein";52
"BNAP219";"GK Leipheim";"Block 2";"Erdgas";"Nein";"89340";"Leipheim";"BY";2021;"In Planung";319;"Nein";319;"Nein";319;"Nein";319;"Nein";319
"BNAP225";"GT HKW";"GTHKW BE30";"Erdgas";"Ja";"38114";"Braunschweig";"NI";2021;"In Planung";57;"Nein";57;"Nein";57;"Nein";57;"Nein";57
"BNAP059";"Marzahn";;"Erdgas";"Ja";"12681";"Berlin";"BE";2020;"In Bau";235;"Nein";235;"Nein";235;"Nein";235;"Nein";235
"BNAP152";"KW5";"KW5";"Erdgas";"Ja";"55120";"Mainz";"RP";2020;"In Bau";100;"Nein";100;"Nein";100;"Nein";100;"Nein";100
"BNAP196";"HKW Merheim";"BHKW Merheim";"Erdgas";"Ja";"51109";"Köln-Merheim";"NW";2020;"In Bau";31,1;"Nein";31,1;"Nein";31,1;"Nein";31,1;"Nein";31,1
"BNAP221";"BHKW1";;"Erdgas";"Ja";"89077";"Ulm";"BW";2020;"In Planung";20;"Nein";20;"Nein";20;"Nein";20;"Nein";20
"BNA1934";"KWK Landshut";"KWK Landshut";"Erdgas";"Ja";"84030";"Landshut";"BY";2019;"in Betrieb";17,6;"Nein";17,6;"Nein";17,6;"Nein";17,6;"Nein";17,6
"BNA1935";"Lichterfelde";;"Erdgas";"Ja";"12207";"Berlin";"BE";2019;"in Betrieb";289;"Nein";289;"Nein";289;"Nein";289;"Nein";289
"BNA1944";"Dingolfing BA2";"BA2";"Erdgas";"Ja";"84130";"Dingolfing";"BY";2019;"in Betrieb";13,5;"Nein";13,5;"Nein";13,5;"Nein";13,5;"Nein";13,5
"BNA1945";"Küstenkraftwerk K.I.E.L.";"BHKW Modul 1-
20";"Erdgas";"Ja";"24149";"Kiel";"SH";2019;"in Betrieb";188;"Nein";188;"Nein";188;"Nein";188;"Nein";188
"BNAP172";"Block C";"Block C";"Erdgas";"Ja";"06130";"Halle (Saale)";"ST";2019;"In Bau";57,3;"Nein";57,3;"Nein";57,3;"Nein";57,3;"Nein";57,3
"BNAP184";"KWK München";"KWK München";"Erdgas";"Ja";"80937";"München";"BY";2019;"in Betrieb";13,2;"Nein";13,2;"Nein";13,2;"Nein";13,2;"Nein";13,2
"BNAP185";"KWK München FIZ";"KWK München
FIZ";"Erdgas";"Ja";"80788";"München";"BY";2019;"in Betrieb";13,4;"Nein";13,4;"Nein";13,4;"Nein";13,4;"Nein";13,4
"BNA1868";"HKW West M5";"M5";"Erdgas";"Ja";"60327";"Frankfurt am
Main";"HE";2018;"in Betrieb";38,7;"Nein";38,7;"Nein";38,7;"Nein";38,7;"Nein";38,7
"BNA1909";"HKW 3 Stuttgart-Gaisburg";"HKW3";"Erdgas";"Ja";"70188";"Stuttgart";"BW";2018;"in Betrieb";29,2;"Nein";29,2;"Nein";29,2;"Nein";29,2;"Nein";29,2
"BNA1911";"HKW Dresden-Nord";"HKW Dresden-
Nord";"Erdgas";"Ja";"01099";"Dresden";"SN";2018;"in Betrieb";11,5;"Nein";11,5;"Nein";11,5;"Nein";11,5;"Nein";11,5
"BNA1925";"HKW Lusan";;"Erdgas";"Ja";"07546";"Gera";"TH";2018;"in Betrieb";17,3;"Nein";17,3;"Nein";17,3;"Nein";17,3;"Nein";17,3
"BNA1926";"HKW Tinz";;"Erdgas";"Ja";"07549";"Gera";"TH";2018;"in Betrieb";22,1;"Nein";22,1;"Nein";22,1;"Nein";22,1;"Nein";22,1
"BNA1927";"GM";"GM";"Erdgas";"Ja";"36433";"Bad Salzungen";"TH";2018;"in Betrieb";10;"Nein";10;"Nein";10;"Nein";10;"Nein";10
"BNA1937";"Dampfturbine 5";"DT 5";"Erdgas";"Ja";"60327";"Frankfurt am
Main";"HE";2018;"in Betrieb";38,7;"Nein";38,7;"Nein";38,7;"Nein";38,7;"Nein";38,7
"BNA0361";"Kraftwerk Grenzach-Wyhlen";;"Erdgas";"Ja";"79639";"Grenzach-
Wyhlen";"BW";2017;"in Betrieb";30;"Nein";30;"Nein";30;"Nein";30;"Nein";30
"BNA1873";"KWK Dingolfing BA 1";"KWK Dingolfing
BA1";"Erdgas";"Ja";"84130";"Dingolfing";"BY";2017;"in Betrieb";16;"Nein";16;"Nein";16;"Nein";16;"Nein";16
"BNA1676";"Kraftwerk IV";1;"Erdgas";"Ja";"45772";"Marl";"NW";2016;"in Betrieb";60,8;"Nein";60,8;"Nein";60,8;"Nein";60,8;"Nein";60,8
"BNA1817";"GuD";"GuD F";"Erdgas";"Ja";"40221";"Düsseldorf";"NW";2016;"in Betrieb";595;"Nein";595;"Nein";595;"Nein";595;"Nein";595
"BNA1818";"Niehl 3";"Niehl 31";"Erdgas";"Ja";"50735";"Köln";"NW";2016;"in Betrieb";459,9;"Nein";459,9;"Nein";459,9;"Nein";459,9;"Nein";459,9
"BNA1819";"Heizkraftwerk FL";"Block 12";"Erdgas";"Ja";"24939";"Flensburg";"SH";2016;"in Betrieb";78;"Nein";78;"Nein";78;"Nein";78;"Nein";78
"BNA1820";"KW Mittelsbüren";"GuD MiBÜ";"Erdgas";"Nein";"28237";"Bremen";"HB";2016;"in Betrieb";444,5;"Nein";444,5;"Nein";444,5;"Nein";444,5;"Nein";444,5
"BNA1859";"Ford Saarlouis";;"Erdgas";"Ja";"66740";"Saarlouis";"SL";2016;"in Betrieb";22;"Nein";22;"Nein";22;"Nein";22;"Nein";22
"BNA1862";"Regensburg";;"Erdgas";"Ja";"93055";"Regensburg";"BY";2016;"in Betrieb";2,7;"Nein";2,7;"Nein";2,7;"Nein";2,7;"Nein";2,7
"BNA1904";"K5/T7";;"Erdgas";"Ja";"24939";"Flensburg";"SH";2016;"in Betrieb";29;"Nein";29;"Nein";29;"Nein";29;"Nein";29
"BNA1248b";"HKW3 UPM Schongau";"HKW 3";"Erdgas";"Ja";"86956";"Schongau";"BY";2015;"in Betrieb";76;"Nein";76;"Nein";76;"Nein";76;"Nein";76
"BNA1677";"BHKW Braunschweig";;"Erdgas";"Ja";"38436";"Wolfsburg";"NI";2015;"in Betrieb";10,4;"Nein";10,4;"Nein";10,4;"Nein";10,4;"Nein";10,4
"BNA1678";"Energiezentrale 2016";;"Erdgas";"Ja";"85326";"München";"BY";2015;"in Betrieb";16,8;"Nein";16,8;"Nein";16,8;"Nein";16,8;"Nein";16,8
"BNA0111";"HKW Hiltrop";;"Erdgas";"Ja";"44805";"Bochum";"NW";2014;"in Betrieb";44;"Nein";44;"Nein";44;"Nein";44;"Nein";44
"BNA0256b";"HKW Erfurt-Ost";"GT2";"Erdgas";"Ja";"99087";"Erfurt";"TH";2014;"in Betrieb";32,6;"Nein";32,6;"Nein";32,6;"Nein";32,6;"Nein";32,6
"BNA0261c";"HKW Erlangen";"GuD 2";"Erdgas";"Ja";"91052";"Erlangen";"BY";2014;"in Betrieb";6,7;"Nein";6,7;"Nein";6,7;"Nein";6,7;"Nein";6,7
"BNA0918b";"Dow Stade";"Cogen Dow Stade";"Erdgas";"Ja";"21683";"Stade";"NI";2014;"in Betrieb";157;"Nein";157;"Nein";157;"Nein";157;"Nein";157
"BNA1292b";"IHKW Heidenheim";"BHKW-Anlage";"Erdgas";"Ja";"89522";"Heidenheim";"BW";2014;"in Betrieb";18,9;"Nein";18,9;"Nein";18,9;"Nein";18,9;"Nein";18,9
"BNA1531";"Industriekraftwerk Greifswald";;"Erdgas";"Ja";"17509";"Lubmin";"MV";2014;"in Betrieb";38;"Nein";38;"Nein";38;"Nein";38;"Nein";38
"BNA1556";;;"Erdgas";"Ja";"01454";"Leppersdorf";"SN";2014;"in Betrieb";36;"Nein";36;"Nein";36;"Nein";36;"Nein";36
"BNA1557";;;"Erdgas";"Ja";"08056";"Zwickau";"SN";2014;"in Betrieb";12,9;"Nein";12,9;"Nein";12,9;"Nein";12,9;"Nein";12,9
"BNA1671";;;"Erdgas";"Ja";"26954";"Bremerhaven";"NI";2014;"in Betrieb";17,1;"Nein";17,1;"Nein";17,1;"Nein";17,1;"Nein";17,1
"BNA1810";;;"Erdgas";"Ja";"30659";"Hannover";"NI";2014;"in Betrieb";30,2;"Nein";30,2;"Nein";30,2;"Nein";30,2;"Nein";30,2
"BNA1863";"Gasturbinen-HKW St. Wendel";;"Erdgas";"Ja";"66606";"St. Wendel";"SL";2014;"in Betrieb";19,5;"Nein";19,5;"Nein";19,5;"Nein";19,5;"Nein";19,5
"BNA0051";"KWK-Anlage Barby";"-";"Erdgas";"Ja";"39249";"Barby";"ST";2013;"in Betrieb";17,8;"Nein";17,8;"Nein";17,8;"Nein";17,8;"Nein";17,8
"BNA0059b";"GuD Baunatal, VW Werksge-
lände";;"Erdgas";"Ja";"34225";"Baunatal";"HE";2013;"in Betrieb";78;"Nein";78;"Nein";78;"Nein";78;"Nein";78
"BNA0117b";"Heizkraftwerk Karlstraße";"Heizkraftwerk
Karlstraße";"Erdgas";"Ja";"53115";"Bonn";"NW";2013;"in Betrieb";95;"Nein";95;"Nein";95;"Nein";95;"Nein";95
"BNA0392b";"HKW Halle Trotha";"GuD";"Erdgas";"Ja";"06130";"Halle";"ST";2013;"in Betrieb";56,1;"Nein";56,1;"Nein";56,1;"Nein";56,1;"Nein";56,1
"BNA0418";"GKL";"GKL";"Erdgas";"Ja";"30169";"Hannover";"NI";2013;"in Betrieb";230;"Nein";230;"Nein";230;"Nein";230;"Nein";230
"BNA0548b";"Knapsack Gas II";;"Erdgas";"Nein";"50351";"Hürth-
Knapsack";"NW";2013;"in Betrieb";430;"Nein";430;"Nein";430;"Nein";430;"Nein";430
"BNA0842b";"Gasmotor 4";"Gasmotor 4";"Erdgas";"Ja";"83022";"Rosenheim";"BY";2013;"in Betrieb";9,2;"Nein";9,2;"Nein";9,2;"Nein";9,2;"Nein";9,2
"BNA1260";"Heizkraftwerk Sindelfingen";"Sammelschienen-
HKW";"Erdgas";"Ja";"71059";"Sindelfingen";"BW";2013;"in Betrieb";95;"Nein";95;"Nein";95;"Nein";95;"Nein";95
"BNA1337e";"GuD-Anlage";"GuD-Anlage";"Erdgas";"Ja";"63741";"Aschaffenburg";"BY";2013;"in Betrieb";47;"Nein";47;"Nein";47;"Nein";47;"Nein";47
"BNA1487";"GTKW Darmstadt";;"Erdgas";"Nein";"64293";"Darmstadt";"HE";2013;"in Betrieb ***";94,6;"Nein";94,6;"Nein";94,6;"Nein";94,6;"Nein";94,6
"BNA1502";"Heizkraftwerk Krefeld";;"Erdgas";"Ja";"47804";"Krefeld";"NW";2013;"in Betrieb";12,6;"Nein";12,6;"Nein";12,6;"Nein";12,6;"Nein";12,6
"BNA1504";"BHKW";;"Erdgas";"Ja";"76742";"Woerth";"RP";2013;"in Betrieb";13;"Nein";13;"Nein";13;"Nein";13;"Nein";13
"BNA1523b";"Gemeinschaftskraftwerk Weig";"Block 2 (Kessel 6,
GT 2, DT 3)";"Erdgas";"Ja";"56727";"Mayen";"RP";2013;"in Betrieb";27,4;"Nein";27,4;"Nein";27,4;"Nein";27,4;"Nein";27,4
"BNA1541";"HKW Freiberg";;"Erdgas";"Ja";"09599";"Freiberg";"SN";2013;"in Betrieb";13,4;"Nein";13,4;"Nein";13,4;"Nein";13,4;"Nein";13,4
"BNA0497";"ADS-Anlage";;"Erdgas";"Ja";"65926";"Industriepark
Höchst";"HE";2012;"in Betrieb";96,5;"Nein";96,5;"Nein";96,5;"Nein";96,5;"Nein";96,5
"BNA0843";"Gasmotor 5";"Gasmotor 5";"Erdgas";"Ja";"83026";"Rosenheim";"BY";2012;"in Betrieb";4,3;"Nein";4,3;"Nein";4,3;"Nein";4,3;"Nein";4,3
"BNA0861a";"HKW Römerbrücke";"GuD-Anlage";"Erdgas";"Ja";"66121";"Saarbrücken";"SL";2012;"in Betrieb";75;"Nein";75;"Nein";75;"Nein";75;"Nein";75
"BNA1437";"KWK AOS GmbH";"GT 1/2";"Erdgas";"Ja";"21683";"Stade-
Bützfleth";"NI";2012;"in Betrieb";30,7;"Nein";30,7;"Nein";30,7;"Nein";30,7;"Nein";30,7
"BNA1464";"Gas- u. Dampfturbinenanlage
Südraum";;"Erdgas";"Ja";"66117";"Saarbrücken";"SL";2012;"in Betrieb";38,6;"Nein";38,6;"Nein";38,6;"Nein";38,6;"Nein";38,6
"BNA1492b";"Kraftwerk 2";;"Erdgas";"Ja";"36039";"Fulda";"HE";2012;"in Betrieb";7,5;"Nein";7,5;"Nein";7,5;"Nein";7,5;"Nein";7,5
"BNA1503";"BHKW H.120";;"Erdgas";"Ja";"40476";"Düsseldorf";"NW";2012;"in Betrieb";21,1;"Nein";21,1;"Nein";21,1;"Nein";21,1;"Nein";21,1
"BNA0602";"Emsland";"C1";"Erdgas";"Ja";"49811";"Lingen";"NI";2011;"in Betrieb";116;"Nein";116;"Nein";116;"Nein";116;"Nein";116
"BNA0603";"Emsland";"B1";"Erdgas";"Ja";"49811";"Lingen";"NI";2011;"in Betrieb";116;"Nein";116;"Nein";116;"Nein";116;"Nein";116
"BNA0832";"BHKW-Hauffstraße";"Motorenanlage";"Erdgas";"Ja";"72762";"Reutlingen";"BW";2011;"in Betrieb";9,8;"Nein";9,8;"Nein";9,8;"Nein";9,8;"Nein";9,8
"BNA0842a";"Gasmotore";"Gasmotore 1-3";"Erdgas";"Ja";"83022";"Rosenheim";"BY";2011;"in Betrieb";9,8;"Nein";9,8;"Nein";9,8;"Nein";9,8;"Nein";9,8
"BNA0995";"Ulrich Hartmann (Irsching)";4;"Erdgas";"Nein";"85088";"Vohburg";"BY";2011;"in Betrieb ***";561;"Nein";561;"Nein";561;"Nein";561;"Nein";561
"BNA1131";"MT, Düren";;"Erdgas";"Ja";"52349";"Düren";"NW";2011;"in Betrieb";14;"Nein";14;"Nein";14;"Nein";14;"Nein";14
"BNA1861";"Regensburg";;"Erdgas";"Ja";"93055";"Regensburg";"BY";2011;"in Betrieb";10,6;"Nein";10,6;"Nein";10,6;"Nein";10,6;"Nein";10,6
"BNA0136";"HKW-Mitte";"GuD";"Erdgas";"Ja";"38106";"Braunschweig";"NI";2010;"in Betrieb";74;"Nein";74;"Nein";74;"Nein";74;"Nein";74
"BNA0606";"Emsland";"D";"Erdgas";"Ja";"49811";"Lingen";"NI";2010;"in Betrieb";887;"Nein";887;"Nein";887;"Nein";887;"Nein";887
"BNA0805";"Kraftwerk Plattling";;"Erdgas";"Ja";"94447";"Plattling";"BY";2010;"in Betrieb";118,5;"Nein";118,5;"Nein";118,5;"Nein";118,5;"Nein";118,5
"BNA0994";"Gemeinschaftskraftwerk
Irsching";5;"Erdgas";"Nein";"85088";"Vohburg";"BY";2010;"in Betrieb ***";846;"Nein";846;"Nein";846;"Nein";846;"Nein";846
"BNA0400";"GuD Tiefstack";"GuD Tiefstack";"Erdgas";"Ja";"22113";"Hamburg";"HH";2009;"in Betrieb";127;"Nein";127;"Nein";127;"Nein";127;"Nein";127
"BNA1087";"Heizkraftwerke an der
Friedensbrücke";"GTII";"Erdgas";"Ja";"97080";"Würzburg";"BY";2009;"in Betrieb";29,5;"Nein";29,5;"Nein";29,5;"Nein";29,5;"Nein";29,5
"BNA0243";"HKW Eltmann";;"Erdgas";"Ja";"97483";"Eltmann";"BY";2008;"in Betrieb";57;"Nein";57;"Nein";57;"Nein";57;"Nein";57
"BNA0410";"Trianel Gaskraftwerk";"Block 10";"Erdgas";"Nein";"59071";"Hamm";"NW";2008;"in Betrieb";407;"Nein";407;"Nein";407;"Nein";407;"Nein";407
"BNA0411";"Trianel Gaskraftwerk";"Block 20";"Erdgas";"Nein";"59071";"Hamm";"NW";2008;"in Betrieb";410;"Nein";410;"Nein";410;"Nein";410;"Nein";410
"BNA1078";"HKW Wörth";;"Erdgas";"Ja";"76744";"Wörth";"RP";2008;"in Betrieb";59;"Nein";59;"Nein";59;"Nein";59;"Nein";59
"BNA0442";"Cuno Heizkraftwerk Herdecke";"H6";"Erdgas";"Nein";"58313";"Herdecke";"NW";2007;"in Betrieb";417;"Nein";417;"Nein";417;"Nein";417;"Nein";417
"BNA0548a";"Knapsack Gas I";;"Erdgas";"Nein";"50351";"Hürth-
Knapsack";"NW";2007;"in Betrieb";800;"Nein";800;"Nein";800;"Nein";800;"Nein";800
"BNA1407";"STW";;"Erdgas";"Ja";"09600";"Weißenborn";"SN";2007;"in Betrieb";18,7;"Nein";18,7;"Nein";18,7;"Nein";18,7;"Nein";18,7
"BNA1023";"Weisweiler";"G_VGT";"Erdgas";"Nein";"52249";"Eschweiler-
Weisweiler";"NW";2006;"in Betrieb";200;"Nein";200;"Nein";200;"Nein";200;"Nein";200
"BNA1024";"Weisweiler";"H_VGT";"Erdgas";"Nein";"52249";"Eschweiler-
Weisweiler";"NW";2006;"in Betrieb";200;"Nein";200;"Nein";200;"Nein";200;"Nein";200
"BNA1056";"Wi-Biebrich";"Block 1";"Erdgas";"Ja";"65203";"Wiesbaden";"HE";2006;"in Betrieb";25;"Nein";25;"Nein";25;"Nein";25;"Nein";25
"BNA1507";;;"Erdgas";"Ja";"55543";"Bad Kreuznach";"RP";2006;"in Betrieb";10,7;"Nein";10,7;"Nein";10,7;"Nein";10,7;"Nein";10,7
"BNA0100";"GuD Kraftwerk Hillegossen";"GuD";"Erdgas";"Ja";"33697";"Bielefeld";"NW";2005;"in Betrieb";37,5;"Nein";37,5;"Nein";37,5;"Nein";37,5;"Nein";37,5
"BNA0214";"HKW III/B";"HKW III/B";"Erdgas";"Ja";"47249";"Duisburg";"NW";2005;"in Betrieb";234;"Nein";234;"Nein";234;"Nein";234;"Nein";234
"BNA0261a";"HKW Erlangen";"GuD I";"Erdgas";"Ja";"91052";"Erlangen";"BY";2005;"in Betrieb";21,6;"Nein";21,6;"Nein";21,6;"Nein";21,6;"Nein";21,6
"BNA0285";"HKW Niederrad";"Block 1";"Erdgas";"Ja";"60528";"Frankfurt am
Main";"HE";2005;"in Betrieb";70;"Nein";70;"Nein";70;"Nein";70;"Nein";70
"BNA0392a";"HKW Halle Trotha";"Block A und B";"Erdgas";"Ja";"06130";"Halle";"ST";2005;"in Betrieb";97;"Nein";97;"Nein";97;"Nein";97;"Nein";97
"BNA0527";"HKW Humboldtstr.";;"Erdgas";"Ja";"24116";"Kiel";"SH";2005;"in Betrieb";21,5;"Nein";21,5;"Nein";21,5;"Nein";21,5;"Nein";21,5
"BNA0545";"HKW Niehl 2";"GuD";"Erdgas";"Ja";"50735";"Köln";"NW";2005;"in Betrieb";413;"Nein";413;"Nein";413;"Nein";413;"Nein";413
"BNA0556a";"KWK-Anlage Krefeld DT";"Dampfturbine";"Erdgas";"Ja";"47809";"Krefeld";"NW";2005;"in Betrieb";25,8;"Nein";25,8;"Nein";25,8;"Nein";25,8;"Nein";25,8
"BNA0614b";"Kraftwerk Mitte";"GUD A 800
GT 11, GT 12, DT
10";"Erdgas";"Ja";"67056";"Ludwigshafen";"RP";2005;"in Betrieb";497,5;"Nein";497,5;"Nein";497,5;"Nein";497,5;"Nein";497,5
"BNA0685";"Heizkraftwerk Hafen";"GuD";"Erdgas";"Ja";"48145";"Münster";"NW";2005;"in Betrieb";104,1;"Nein";104,1;"Nein";104,1;"Nein";104,1;"Nein";104,1
"BNA0742";"HKW Sandreuth";"GuD 1";"Erdgas";"Ja";"90441";"Nürnberg";"BY";2005;"in Betrieb";75;"Nein";75;"Nein";75;"Nein";75;"Nein";75
"BNA0743";"HKW Sandreuth";"GuD 2";"Erdgas";"Ja";"90441";"Nürnberg";"BY";2005;"in Betrieb";75;"Nein";75;"Nein";75;"Nein";75;"Nein";75
"BNA1082";"HKW Barmen";"Block 1";"Erdgas";"Ja";"42275";"Wuppertal";"NW";2005;"in Betrieb";88;"Nein";88;"Nein";88;"Nein";88;"Nein";88
"BNA1088";"Heizkraftwerke an der
Friedensbrücke";"GTI";"Erdgas";"Ja";"97080";"Würzburg";"BY";2005;"in Betrieb";44,5;"Nein";44,5;"Nein";44,5;"Nein";44,5;"Nein";44,5
"BNA1121";"Energiezentrale";"Energiecenter";"Erdgas";"Ja";"44579";"Castrop-
Rauxel";"NW";2005;"in Betrieb";0,9;"Nein";0,9;"Nein";0,9;"Nein";0,9;"Nein";0,9
"BNA1866";;;"Erdgas";"Ja";"01468";"Moritzburg";"SN";2005;"in Betrieb";33,9;"Nein";33,9;"Nein";33,9;"Nein";33,9;"Nein";33,9
"BNA0033";"Gasturbine";"GT";"Erdgas";"Ja";"86167";"Augsburg";"BY";2004;"in Betrieb";30,7;"Nein";30,7;"Nein";30,7;"Nein";30,7;"Nein";30,7
"BNA0202";"Dortmund";"KDO";"Erdgas";"Ja";"44143";"Dortmund";"NW";2004;"in Betrieb";26;"Nein";26;"Nein";26;"Nein";26;"Nein";26
"BNA0546";"HKW Merkenich";"GuD";"Erdgas";"Ja";"50769";"Köln";"NW";2004;"in Betrieb";108;"Nein";108;"Nein";108;"Nein";108;"Nein";108
